user_id,time_stamp,experiment_group,purchase,ad_exposure_count,peak_exposure_day,peak_exposure_hour,new_customer,device_type,traffic_source,sessions_7d,pageviews_session,time_on_site_sec,product_page_views,add_to_cart,banner_shown,banner_click,order_value_gbp,gender,age,region,education
251309,2024-01-13 08:15:18,control,0,30.0,Saturday,20.0,1,mobile,paid_search,4,4.0,433.96593745154746,2.0,0,1,0,,female,36.0,Wales,graduate
354548,2024-02-05 20:18:26,variant,0,6.0,Monday,12.0,1,desktop,paid_search,4,6.0,119.01121244789854,0.0,0,1,0,,other,42.0,Scotland,graduate
399349,2024-01-21 19:53:26,control,0,2.0,Saturday,10.0,0,mobile,social,2,5.0,47.18477725544784,1.0,0,1,0,,female,49.0,North,high_school
760895,2024-01-23 21:38:03,control,0,14.0,Sunday,19.0,0,mobile,organic,2,5.0,148.83074069182152,1.0,0,1,0,,female,46.0,North,high_school
737556,2024-01-13 20:50:56,variant,0,11.0,Sunday,15.0,0,mobile,organic,1,6.0,136.71649735739803,3.0,0,0,0,,male,50.0,Scotland,postgraduate
139573,2024-01-09 00:43:02,variant,0,11.0,Sunday,23.0,1,mobile,paid_search,2,4.0,98.54186091708698,1.0,1,1,0,,male,41.0,Scotland,high_school
729233,2024-01-24 03:13:03,control,0,44.0,Saturday,14.0,0,mobile,paid_search,3,6.0,33.28707658738795,1.0,0,1,0,,female,54.0,North,high_school
485284,2024-02-15 19:42:35,control,0,2.0,Friday,23.0,0,mobile,email,2,3.0,164.58252203426002,2.0,0,1,0,,female,70.0,Midlands,college
366194,2024-01-18 23:15:25,variant,0,20.0,Friday,12.0,0,mobile,social,0,1.0,198.9129909637797,2.0,0,1,0,,male,36.0,South,high_school
191865,2024-01-21 11:19:27,variant,0,15.0,Sunday,10.0,1,mobile,paid_search,1,6.0,333.3111175963004,3.0,0,1,0,,other,44.0,London,high_school
402566,2024-02-20 18:42:32,control,0,3.0,Friday,9.0,0,mobile,organic,1,9.0,106.1290691601213,1.0,0,0,0,,female,44.0,London,college
459125,2024-02-02 16:22:16,control,0,11.0,Thursday,9.0,1,mobile,social,2,3.0,142.439385520561,1.0,0,0,0,,female,38.0,London,college
